No.,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
334,-118.16,34.19,44,2195,449,1377,417,3.5887,153500,<1H OCEAN
335,-118.12,34.17,52,2166,483,1308,467,3.0417,222600,INLAND
336,-118.11,34.16,52,2489,437,1101,438,4.2065,320300,INLAND
337,-118.07,34.16,39,1804,265,730,276,6.4761,397500,INLAND
338,-118.07,34.16,35,2459,438,970,437,4.2143,369400,INLAND
339,-118.12,34.11,52,2787,353,1057,364,10.2317,500001,<1H OCEAN
340,-118.13,34.11,52,2568,345,1102,345,9.1373,500001,<1H OCEAN
341,-118.08,34.13,28,4465,985,2273,949,3.5671,228500,INLAND
342,-118.13,34.1,26,3050,825,2153,772,3.1103,214100,<1H OCEAN
343,-118.15,34.1,52,4325,823,1927,795,3.9485,419100,<1H OCEAN
344,-118.14,34.1,27,4073,1013,2411,933,3.108,231000,<1H OCEAN
345,-118.09,34.09,40,855,208,745,222,3.0125,224000,<1H OCEAN
346,-118.09,34.04,24,1543,257,824,271,6.4385,272600,<1H OCEAN
347,-118.06,33.99,38,862,178,484,176,4.375,186200,<1H OCEAN
348,-118.04,33.96,42,1430,338,1269,321,3.3214,148800,<1H OCEAN
349,-118.09,33.98,39,936,194,691,211,3.6875,169500,<1H OCEAN
350,-118.09,33.97,39,1473,297,1108,294,4.1389,166000,<1H OCEAN
351,-118.09,33.94,33,1976,404,1379,395,3.8542,175400,<1H OCEAN
352,-118.02,33.95,35,2085,400,1112,391,3.4886,173900,<1H OCEAN
353,-117.99,33.9,30,1677,372,1021,332,3.5859,199700,<1H OCEAN
354,-118.16,34.04,22,2991,791,2486,754,1.5078,181900,<1H OCEAN
355,-118.18,34.06,45,934,228,893,192,2.53,140300,<1H OCEAN
356,-118.11,34,33,2886,726,2650,728,2.625,178700,<1H OCEAN
357,-118.16,34,37,1341,336,1233,306,3.6583,150500,<1H OCEAN
358,-118.19,33.98,34,1022,286,1058,275,2.6042,156700,<1H OCEAN
359,-118.16,33.97,39,1444,447,1890,416,2.1181,176600,<1H OCEAN
360,-118.25,33.96,43,1876,454,1571,458,2.0323,112500,<1H OCEAN
361,-118.2,33.96,43,1233,306,1190,282,2.8371,161300,<1H OCEAN
362,-118.19,33.93,44,1613,345,1227,342,3.1667,145700,<1H OCEAN
363,-118.21,33.94,34,710,205,1134,233,2.7734,141100,<1H OCEAN
364,-118.27,33.91,42,1786,358,1318,373,2.625,101100,<1H OCEAN
365,-118.23,33.92,32,1735,430,1699,386,1.1793,103800,<1H OCEAN
366,-118.21,33.91,26,2422,632,2601,583,1.7824,110200,<1H OCEAN
367,-118.19,33.91,43,1531,357,1509,376,2.6354,128100,<1H OCEAN
368,-118.19,33.9,32,2762,652,2677,632,2.5719,105600,<1H OCEAN
369,-118.23,33.9,45,1285,238,840,211,3.4107,112500,<1H OCEAN
370,-118.27,33.83,28,2152,415,1623,429,4.35,200500,<1H OCEAN
371,-118.27,33.83,34,1124,245,717,242,3.1667,186900,<1H OCEAN
372,-118.08,33.93,39,859,164,673,172,3.7143,158200,<1H OCEAN
373,-118.12,33.94,33,2394,576,1166,548,2.7317,264700,<1H OCEAN
374,-118.13,33.93,19,1793,447,1222,452,2.6862,195800,<1H OCEAN
375,-118.14,33.91,34,2011,472,1087,423,3.0465,187800,<1H OCEAN
376,-118.09,33.91,34,1582,343,1356,324,3.4211,141100,<1H OCEAN
377,-118.06,33.89,26,2483,412,1538,449,5.1104,220500,<1H OCEAN
378,-118.09,33.9,33,3326,720,2533,689,3.1441,176300,<1H OCEAN
379,-118.12,33.9,38,1222,282,756,256,4.125,173900,<1H OCEAN
380,-118.14,33.89,33,1250,276,866,268,4.1708,175000,<1H OCEAN
381,-118.11,33.87,15,3254,598,1772,618,5.0417,240800,<1H OCEAN
382,-118.12,33.87,21,3764,1081,1919,977,2.5057,156300,<1H OCEAN
383,-118.12,33.88,36,1083,218,557,210,3.0795,218400,<1H OCEAN
384,-118.14,33.87,21,6618,1773,4396,1649,3.0989,171400,<1H OCEAN
385,-118.07,33.86,17,3666,562,2104,579,5.6818,338900,<1H OCEAN
386,-118.07,33.85,16,3771,606,2196,564,7.0113,319700,<1H OCEAN
387,-118.07,33.86,31,2943,518,1703,472,3.7091,225900,<1H OCEAN
388,-118.2,33.79,47,2549,626,1388,606,3.0135,192700,NEAR OCEAN
389,-118.12,33.83,45,1734,331,797,293,4.8917,222800,<1H OCEAN
390,-118.1,33.83,36,1408,250,702,251,4.875,222500,<1H OCEAN
391,-118.1,33.82,36,2422,420,1193,421,4.8462,225700,<1H OCEAN
392,-118.11,33.82,37,1756,345,836,335,4.375,218200,<1H OCEAN
393,-118.12,33.81,37,1798,331,860,340,4.2143,228500,<1H OCEAN
394,-118.11,33.8,36,1837,319,810,305,4.3897,235000,<1H OCEAN
395,-118.13,33.78,31,3039,739,1199,697,3.7232,500001,NEAR OCEAN
396,-118.2,33.79,25,2851,968,3744,906,2.0675,116700,NEAR OCEAN
397,-118.19,33.77,21,2103,727,1064,603,1.6178,137500,NEAR OCEAN
398,-118.17,33.78,44,2364,746,3184,672,1.918,147500,NEAR OCEAN
399,-118.17,33.77,45,2508,797,1340,720,2.6786,191100,NEAR OCEAN
400,-118.16,33.77,29,3078,786,1460,736,2.875,232500,NEAR OCEAN
401,-118.16,33.78,15,4798,1374,3087,1212,2.127,163300,NEAR OCEAN
402,-118.15,33.77,52,2204,498,899,445,4.1765,393900,NEAR OCEAN
403,-118.14,33.76,44,1633,536,741,513,3.385,408300,NEAR OCEAN
404,-118.13,33.77,37,4365,926,1661,868,5.3046,360700,NEAR OCEAN
405,-118.35,33.95,28,4770,1328,3201,1196,2.681,147700,<1H OCEAN
406,-118.37,33.97,21,3616,1060,2515,945,2.7464,153100,<1H OCEAN
407,-118.35,33.93,25,2260,692,1603,673,2.11,223300,<1H OCEAN
408,-118.37,33.92,44,938,181,502,171,4.4722,218300,<1H OCEAN
409,-118.36,33.91,41,2048,439,1191,429,3.8,222500,<1H OCEAN
410,-118.37,33.91,41,1869,427,1334,435,3.9355,227800,<1H OCEAN
411,-118.35,33.91,19,1949,559,1282,498,2.7813,231300,<1H OCEAN
412,-118.35,33.91,25,1884,554,1337,549,2.8512,272800,<1H OCEAN
413,-118.31,33.91,31,1415,339,874,289,3.8173,177900,<1H OCEAN
414,-118.32,33.91,33,1729,396,1073,344,4.2083,180500,<1H OCEAN
415,-118.34,33.9,36,1158,219,628,253,4.7426,242700,<1H OCEAN
416,-118.34,33.89,36,2392,444,1346,445,6.0088,245900,<1H OCEAN
417,-118.36,33.88,25,2845,710,1611,628,3.2049,267400,<1H OCEAN
418,-118.4,33.93,35,2217,447,1000,450,4.7319,376100,<1H OCEAN
419,-118.4,33.88,35,1060,191,444,196,8.0015,500001,<1H OCEAN
420,-118.4,33.87,45,2181,505,965,471,5.3816,500001,<1H OCEAN
421,-118.4,33.85,29,2085,533,919,489,5.6017,430000,<1H OCEAN
422,-118.38,33.85,28,4430,928,2131,885,4.9384,378100,<1H OCEAN
423,-118.38,33.83,35,2152,454,902,414,4.5179,427200,<1H OCEAN
424,-118.35,33.87,37,1420,286,886,290,4.5833,261300,<1H OCEAN
425,-118.35,33.86,24,2139,481,971,418,4.3859,271300,<1H OCEAN
426,-118.34,33.84,36,1561,252,740,253,6.2778,309700,<1H OCEAN
427,-118.37,33.82,36,2416,394,1115,386,6.256,366900,<1H OCEAN
428,-118.37,33.81,36,2031,339,817,337,5.1271,458300,NEAR OCEAN
429,-118.32,33.79,21,6638,1634,3240,1568,3.6797,271100,<1H OCEAN
430,-118.4,33.78,24,4787,562,1653,548,12.9758,500001,NEAR OCEAN
431,-118.37,33.77,26,6339,876,2540,880,10.1447,500001,NEAR OCEAN
432,-118.34,33.76,34,5586,674,1871,636,15.0001,500001,NEAR OCEAN
433,-118.36,34.09,33,3463,1170,1845,1134,2.0205,243800,<1H OCEAN
434,-118.41,34.07,52,1202,142,408,138,15.0001,500001,<1H OCEAN
435,-118.49,34.04,31,4066,951,1532,868,4.8125,500001,<1H OCEAN
436,-118.48,34.04,40,1395,285,610,262,3.9659,500001,<1H OCEAN
437,-118.48,34.02,11,72,16,150,20,2.625,250000,<1H OCEAN
438,-118.51,34,52,1241,502,679,459,2.3098,500001,<1H OCEAN
439,-118.48,34,41,2584,743,1058,668,3.2061,370000,<1H OCEAN
440,-118.48,34.01,40,2198,611,1023,567,3.755,398300,<1H OCEAN
441,-118.39,33.99,32,2612,418,1030,402,6.603,369200,<1H OCEAN
442,-118.42,34.01,42,1700,438,997,436,2.9213,305000,<1H OCEAN
443,-118.42,34,33,1139,299,734,257,3.2708,325000,<1H OCEAN
444,-118.38,33.99,21,11308,3039,5127,2839,4.6277,228300,<1H OCEAN
445,-117.76,34.71,15,2981,625,1694,540,2.9541,106700,INLAND
446,-118.11,34.68,6,7430,1184,3489,1115,5.3267,140100,INLAND
447,-118.14,34.68,33,2815,485,1447,489,4.2679,119600,INLAND
448,-118.15,34.67,5,12317,2953,6291,2654,3.5732,146900,INLAND
449,-118.15,34.71,36,1338,250,709,250,3.5625,101400,INLAND
450,-118.17,34.66,9,1561,253,731,233,5.7049,173200,INLAND
451,-118.32,34.62,31,1398,273,884,299,4.8409,264900,INLAND
452,-118.07,34.58,34,3416,601,1929,567,4.0147,107400,INLAND
453,-118.53,34.45,10,5509,969,3002,959,5.5981,220100,<1H OCEAN
454,-118.49,34.42,23,4166,756,2082,743,4.4107,213400,<1H OCEAN
455,-118.48,34.42,21,1375,259,728,258,5.0166,229000,<1H OCEAN
456,-118.43,34.43,5,21113,4386,9842,3886,4.2037,194600,<1H OCEAN
457,-118.52,34.39,21,5477,1275,3384,1222,3.6625,228100,<1H OCEAN
458,-120.43,36.99,16,1027,199,673,193,2.9688,63800,INLAND
459,-120.05,36.98,16,3705,739,2463,697,2.5288,61800,INLAND
460,-120.06,36.97,35,1859,428,1208,399,1.4044,61700,INLAND
461,-122.56,38.01,21,2144,400,840,398,4.6,239500,NEAR BAY
462,-122.49,37.99,27,5470,755,1916,764,6.994,420800,NEAR BAY
463,-122.5,37.96,16,100,20,45,25,6.1359,212500,NEAR BAY
464,-122.65,38.01,40,1428,280,708,255,5.0766,305400,NEAR OCEAN
465,-122.6,38,21,2198,462,1100,449,4.1098,246600,<1H OCEAN
466,-122.52,37.93,34,2782,502,1219,507,5.0779,333900,NEAR BAY
467,-122.51,37.92,32,2622,541,1022,464,3.7647,375000,NEAR BAY
468,-122.53,37.92,45,1530,324,608,328,3.875,390800,NEAR BAY
469,-122.45,37.9,30,3763,717,1292,632,8.4888,500001,NEAR BAY
470,-122.54,37.9,41,3170,622,1091,528,3.7813,389200,NEAR BAY
471,-122.66,37.93,42,1505,324,553,277,4.1792,350000,NEAR OCEAN
472,-119.82,37.57,13,1713,340,643,241,2.662,92400,INLAND
473,-119.72,37.46,13,1999,375,750,308,2.875,96000,INLAND
474,-123.34,39.5,15,2342,535,1064,433,1.8967,96600,INLAND
475,-123.35,39.4,27,1321,338,779,327,1.85,71800,<1H OCEAN
476,-123.69,38.9,17,2206,478,1140,428,2.1985,95300,NEAR OCEAN
477,-123.16,39.13,33,1320,303,1048,303,1.7813,94700,<1H OCEAN
478,-120.76,37.44,18,2003,398,1333,411,2.7562,90500,INLAND
479,-120.71,37.38,14,1979,432,1756,382,2.6923,71400,INLAND
480,-120.62,37.37,8,2608,428,1530,435,3.968,102100,INLAND
481,-120.62,37.35,20,1457,372,1000,346,1.4615,69200,INLAND
482,-120.55,37.32,21,1410,229,590,205,3.3194,141400,INLAND
483,-118.98,37.65,18,1795,416,483,208,4.5375,169800,INLAND
484,-121.61,36.67,39,3260,821,3130,793,2.5224,119200,<1H OCEAN
485,-121.64,36.82,18,1819,283,919,295,4.1696,222500,<1H OCEAN
486,-121.7,36.67,37,641,129,458,142,3.3456,252600,<1H OCEAN
487,-121.69,36.52,15,4037,586,1596,557,8.0922,390100,<1H OCEAN
488,-121.93,36.63,28,3983,852,1582,778,3.5147,313900,NEAR OCEAN
489,-121.89,36.6,19,656,200,248,173,1.2656,500000,<1H OCEAN
490,-122.29,38.32,23,4312,993,2317,934,2.7667,153200,NEAR BAY
491,-122.3,38.33,15,4741,956,2043,856,4.1862,183600,NEAR BAY
492,-122.26,38.33,34,2048,316,780,267,5.815,339200,NEAR BAY
493,-122.48,38.48,29,2278,397,765,322,4.6379,348200,INLAND
494,-122.4,38.46,33,2542,466,1099,420,4.635,248500,INLAND
495,-122.27,38.53,22,678,137,336,103,4.4,142500,INLAND
496,-121.02,39.27,52,3720,707,1424,609,3.2,155000,INLAND
497,-121,39.26,14,810,151,302,138,3.1094,136100,INLAND
498,-120.15,39.36,9,2254,400,694,243,5.6856,138100,INLAND
499,-117.89,33.92,34,1473,312,1025,315,3.8333,170400,<1H OCEAN
500,-117.9,33.91,26,2885,476,1227,439,4.9524,226600,<1H OCEAN
501,-117.92,33.91,33,2868,382,1204,412,6.1825,336900,<1H OCEAN
502,-117.9,33.9,18,3821,576,1430,568,6.9399,349600,<1H OCEAN
503,-118.1,33.79,36,3359,596,1522,565,5.1805,249400,<1H OCEAN
504,-118.1,33.79,35,2370,379,996,380,5.7368,287200,<1H OCEAN
505,-117.87,33.85,33,45,11,34,10,5.2949,350000,<1H OCEAN
506,-117.82,33.89,24,2168,421,1050,397,4.6172,238300,<1H OCEAN
507,-117.83,33.88,23,2365,355,1209,347,6.0132,259400,<1H OCEAN
508,-117.78,33.87,16,5609,952,2624,934,5.3307,169600,<1H OCEAN
509,-117.76,33.88,9,4838,759,2090,695,6.6536,307800,<1H OCEAN
510,-117.78,33.82,12,6208,750,2443,739,9.1808,413700,<1H OCEAN
511,-117.8,33.78,17,4138,805,2442,780,4.7804,242000,<1H OCEAN
512,-117.62,33.77,43,1911,439,930,433,4.6369,186400,<1H OCEAN
513,-117.67,33.6,25,3164,449,1517,453,6.7921,266000,<1H OCEAN
514,-117.65,33.63,16,3388,425,1395,427,8.4471,351300,<1H OCEAN
515,-117.65,33.59,8,2649,340,1238,354,8.0409,337900,<1H OCEAN
516,-117.67,33.54,15,2423,435,1366,423,4.8906,181800,<1H OCEAN
517,-117.64,33.51,14,1343,175,650,184,7.2648,363200,<1H OCEAN
518,-117.58,33.66,4,3305,644,1693,597,5.2497,215000,<1H OCEAN
519,-117.6,33.41,29,2193,389,922,387,4.5476,309200,NEAR OCEAN
520,-117.62,33.43,23,4052,955,1950,859,4.0647,240600,NEAR OCEAN
521,-117.66,33.5,16,1956,346,862,326,4.4732,186300,<1H OCEAN
522,-117.7,33.68,29,5650,1084,3985,1056,2.8192,162500,<1H OCEAN
523,-117.69,33.65,16,5805,852,2356,795,6.1062,274600,<1H OCEAN
524,-117.82,33.68,3,3068,494,1357,486,7.9187,333600,<1H OCEAN
525,-117.83,33.68,4,3226,838,1666,800,4.1652,184500,<1H OCEAN
526,-117.8,33.7,5,1549,378,735,355,5.2923,194000,<1H OCEAN
527,-117.77,33.54,47,3090,652,1105,582,4.1699,373700,<1H OCEAN
528,-117.72,33.61,26,2653,621,774,584,2.49,81100,<1H OCEAN
529,-117.84,33.65,4,1649,456,1030,411,2.2262,225000,<1H OCEAN
530,-117.83,33.65,9,638,266,426,234,3.7875,187500,<1H OCEAN
531,-117.89,33.66,32,2736,550,1279,534,5.5422,253100,<1H OCEAN
532,-117.9,33.65,30,1634,373,771,364,3.4125,284100,<1H OCEAN
533,-117.92,33.61,18,1538,425,425,288,5.3369,312500,<1H OCEAN
534,-117.93,33.62,33,1890,416,859,329,4.5658,500001,<1H OCEAN
535,-117.9,33.69,13,9947,1675,4071,1582,5.422,316600,<1H OCEAN
536,-117.86,33.71,21,1795,406,2246,400,3.152,152800,<1H OCEAN
537,-117.87,33.7,21,3648,654,2266,628,5.0956,246000,<1H OCEAN
538,-117.85,33.75,27,2311,632,2936,609,2.5651,171400,<1H OCEAN
539,-117.86,33.74,9,525,171,1257,165,3.375,165300,<1H OCEAN
540,-117.88,33.74,31,1120,296,1718,268,2.8077,140300,<1H OCEAN
541,-117.83,33.75,34,2660,601,1475,567,3.4152,210200,<1H OCEAN
542,-117.8,33.74,30,3569,551,1540,537,5.2998,247200,<1H OCEAN
543,-117.79,33.75,26,2893,345,983,326,13.466,500001,<1H OCEAN
544,-117.81,33.83,8,7326,884,2569,798,10.157,477100,<1H OCEAN
545,-117.83,33.8,30,4713,758,2271,730,5.8622,221000,<1H OCEAN
546,-117.81,33.79,23,3114,610,2045,577,3.75,211900,<1H OCEAN
547,-117.82,33.78,28,4485,667,2048,685,5.4562,274700,<1H OCEAN
548,-117.83,33.82,23,1100,285,940,267,3.6953,150000,<1H OCEAN
549,-117.87,33.83,27,2287,,1140,351,5.6163,231000,<1H OCEAN
550,-117.91,33.84,29,1570,482,1849,430,2.6563,162500,<1H OCEAN
551,-118,33.83,26,1718,385,1022,368,3.9333,196100,<1H OCEAN
552,-117.99,33.82,33,2342,475,1367,509,4.1167,215500,<1H OCEAN
553,-117.98,33.83,17,3419,932,2460,766,3.2823,228500,<1H OCEAN
554,-117.91,33.84,26,1156,393,1880,400,2.2716,350000,<1H OCEAN
555,-117.91,33.82,32,2696,640,2330,626,2.9479,184600,<1H OCEAN
556,-117.95,33.82,35,1117,181,496,168,4.3269,224700,<1H OCEAN
557,-117.99,33.81,42,161,40,157,50,2.2,153100,<1H OCEAN
558,-117.95,33.8,34,1654,285,905,292,4.6389,214600,<1H OCEAN
559,-117.91,33.78,33,2729,549,2223,535,4.0362,177900,<1H OCEAN
560,-117.92,33.77,28,3614,960,3282,889,3.522,190300,<1H OCEAN
561,-117.91,33.78,26,4297,1037,3596,967,3.045,184000,<1H OCEAN
562,-117.94,33.77,32,714,142,654,154,4.5052,170800,<1H OCEAN
563,-117.95,33.75,24,2027,358,1405,341,5.1416,231400,<1H OCEAN
564,-117.95,33.74,25,1393,243,976,245,5.4485,225200,<1H OCEAN
565,-117.99,33.71,19,1967,487,1251,404,3.6696,218800,<1H OCEAN
566,-117.96,33.68,26,1374,234,731,244,6.0905,224800,<1H OCEAN
567,-117.96,33.65,21,2030,318,910,311,7.8453,343300,<1H OCEAN
568,-117.98,33.72,24,2826,547,1738,546,6.0494,240400,<1H OCEAN
569,-118.07,33.67,13,5126,711,2429,718,9.5268,437900,NEAR OCEAN
570,-118.1,33.74,31,1310,342,563,310,4.6528,457100,NEAR OCEAN
571,-118.02,33.75,26,2989,479,1596,475,5.7157,231200,<1H OCEAN
572,-117.98,33.75,24,3865,802,2670,772,3.8158,180000,<1H OCEAN
573,-117.99,33.73,17,5239,1045,2440,985,4.375,248100,<1H OCEAN
574,-117.98,33.76,24,1880,405,967,418,4.4545,192500,<1H OCEAN
575,-118.03,33.77,21,3803,898,1511,829,3,221200,<1H OCEAN
576,-118.03,33.77,24,3810,579,1818,590,5.8053,255900,<1H OCEAN
577,-118.06,33.83,21,3941,655,1897,670,4.88,343900,<1H OCEAN
578,-118.06,33.82,24,3983,675,1568,638,4.6458,213400,<1H OCEAN
579,-118.02,33.83,26,3616,892,2257,821,3.1497,217600,<1H OCEAN
580,-118.03,33.85,23,5495,1141,2873,1004,3.9156,224100,<1H OCEAN
581,-117.99,33.86,20,3540,906,2898,876,3.0252,178000,<1H OCEAN
582,-117.99,33.87,17,2334,537,1662,535,3.0147,217000,<1H OCEAN
583,-120.02,39.24,32,1347,444,825,303,1.8269,225000,INLAND
584,-121.15,38.89,20,2024,313,879,309,5.2903,239400,INLAND
585,-121.18,38.75,16,2807,459,1201,429,4.7941,247600,INLAND
586,-121.26,38.74,22,7173,1314,3526,1316,3.3941,135900,INLAND
587,-121.27,38.75,21,4812,1117,1985,1045,2.5083,128500,INLAND
588,-121.3,38.73,9,5558,1099,2717,1043,3.6455,139200,INLAND
589,-121.31,38.75,7,4185,750,2147,706,4.0519,129200,INLAND
590,-121.3,38.75,36,3903,885,2313,804,2.655,86300,INLAND
591,-121.23,38.79,45,907,176,463,190,2.2292,92000,INLAND
592,-121.18,38.83,15,4488,859,2114,805,2.9484,124400,INLAND
593,-121.27,38.87,16,2094,358,1092,357,4.4769,191400,INLAND
594,-121.32,38.89,9,5927,1269,3369,1176,2.8194,111300,INLAND
595,-120.98,38.99,17,3403,661,1540,622,3.6354,162900,INLAND
596,-121.04,39,21,4059,730,1874,693,4.8051,174300,
597,-120.98,39.08,20,4570,906,2125,815,3.0403,148000,INLAND
598,-120.71,40.13,19,897,180,276,110,2.9554,89400,INLAND
599,-121.15,40.25,14,5156,880,616,281,3.3462,145200,INLAND
600,-117.38,33.98,10,642,176,462,186,2.1528,162500,INLAND
601,-117.44,33.9,23,4487,754,2609,778,4.2788,148700,INLAND
602,-117.43,34.02,33,3084,570,1753,449,3.05,97800,INLAND
603,-117.51,33.97,35,352,62,184,57,3.6691,137500,INLAND
604,-117.48,33.89,14,10395,1799,6295,1855,4.7295,149900,INLAND
605,-117.48,33.91,22,3611,666,1869,649,4.2207,141100,INLAND
606,-117.58,33.89,14,1731,404,1269,351,2.3654,107900,INLAND
607,-117.57,33.87,27,1786,287,939,278,5.1929,165000,INLAND
608,-117.58,33.87,30,701,131,356,125,3.2917,144300,INLAND
609,-117.53,33.83,7,2191,324,1156,310,5.5362,195600,INLAND
610,-117.06,33.78,17,2813,565,1345,488,2.5847,145300,INLAND
611,-117.24,33.77,9,6907,1379,3665,1290,2.8401,104200,INLAND
612,-117.27,33.77,16,2876,576,1859,545,2.0878,101300,<1H OCEAN
613,-117.29,33.63,7,16010,2726,7139,2426,3.8056,162200,<1H OCEAN
614,-117.1,33.56,6,1868,289,750,247,4.3833,307600,<1H OCEAN
615,-116.95,33.79,8,10997,2205,5060,1949,2.1979,95300,INLAND
616,-116.96,33.79,21,2990,691,2108,660,2.0135,83000,INLAND
617,-116.88,33.74,20,3111,623,1000,508,1.5982,140000,INLAND
618,-116.89,33.75,23,2719,538,930,485,2.0154,81700,INLAND
619,-116.36,33.88,11,12557,3098,2453,1232,1.7844,78500,INLAND
620,-116.53,33.84,28,8399,1839,3470,1340,2.5885,159000,INLAND
621,-116.26,33.72,10,9404,1827,3208,1283,3.1086,105800,INLAND
622,-116.21,33.75,22,894,,830,202,3.0673,68200,INLAND
623,-116.17,33.53,13,1713,512,1978,442,2.1287,58600,INLAND
624,-115.84,33.49,20,1660,379,637,250,2.0347,68900,INLAND
625,-116.17,33.67,18,3585,800,3873,788,2.5714,65900,INLAND
626,-121.49,38.58,52,2151,664,1146,603,1.4034,90300,INLAND
627,-121.49,38.56,42,900,239,506,231,1.2813,87500,INLAND
628,-121.5,38.57,45,858,254,510,200,1.0114,80000,INLAND
629,-121.48,38.55,52,2037,358,811,375,4.3929,162500,INLAND
630,-121.47,38.55,24,979,287,546,291,1.186,67000,INLAND
631,-121.46,38.55,40,2077,435,1454,385,2.0074,57000,INLAND
632,-121.47,38.53,44,543,146,506,125,1.3646,65400,INLAND
633,-121.47,38.5,17,1895,424,620,417,1.7188,137500,INLAND
634,-121.41,38.57,16,4429,1124,1538,960,3.2443,190700,INLAND
635,-121.37,38.63,32,3658,797,1452,715,2.6623,120700,INLAND
636,-121.38,38.62,34,2352,610,1127,592,2.2,116500,INLAND
637,-121.42,38.64,44,1728,367,1042,349,1.6033,58500,INLAND
638,-121.44,38.65,28,1219,240,559,212,3.8295,122200,INLAND
639,-121.46,38.61,43,1111,269,613,290,1.2917,66300,INLAND
640,-121.51,38.69,28,800,149,450,158,2.1029,108600,INLAND
641,-121.59,38.69,32,541,82,229,98,8.0379,383300,INLAND
642,-121.44,38.71,25,2336,406,1172,408,3.5129,101200,INLAND
643,-121.44,38.68,19,2476,534,1355,463,2.0625,94400,INLAND
644,-121.34,38.64,12,2772,578,1335,565,3.8068,161000,INLAND
645,-121.34,38.63,13,3033,540,1363,519,4.0036,161700,INLAND
646,-121.32,38.62,33,898,190,470,201,2.6897,148300,INLAND
647,-121.31,38.66,27,1713,282,761,295,5.2081,136400,INLAND
648,-121.31,38.65,21,2759,409,1053,374,5.5,165700,INLAND
649,-121.24,38.64,13,4491,689,1657,667,5.259,249400,INLAND
650,-121.3,38.71,17,5434,1106,2755,1047,2.8226,99900,INLAND
651,-121.3,38.69,13,2135,429,779,432,3.6995,134900,INLAND
652,-121.23,38.71,18,4947,714,2227,675,4.8542,170500,INLAND
653,-121.2,38.67,10,3875,668,1632,593,4.6902,171000,INLAND
654,-121.13,38.47,16,2574,441,1041,428,3.6645,203400,INLAND
655,-121.32,38.56,18,1169,186,614,192,4.5766,108700,INLAND
656,-121.37,38.57,16,3895,896,1762,855,2.6635,135800,INLAND
657,-121.22,38.4,14,2655,441,1277,422,4.6989,213800,INLAND
658,-121.44,38.46,10,4446,897,2499,884,3.5461,103600,INLAND
659,-121.54,38.29,47,1396,254,630,218,2.8616,92500,INLAND
660,-121.7,38.1,19,4896,1083,2150,905,3.3398,89700,INLAND
661,-121.5,36.81,20,1345,230,731,217,4.2333,363300,INLAND
662,-121.41,36.84,23,1771,356,1105,338,3.7049,192200,INLAND
663,-117.71,34.06,27,2127,628,1970,534,1.4722,91300,INLAND
664,-117.68,34.05,25,1859,463,1070,374,2.5395,187500,INLAND
665,-117.69,34.03,20,6374,1412,3690,1350,3.4184,162500,INLAND
666,-117.64,34.15,16,2896,404,1165,379,6.4559,392900,INLAND
